Row Names,image_auroc,image_ap,image_f1_max,image_fpr,pixel_auroc,pixel_ap,pixel_f1_max,pixel_fpr,pixel_pro,best_epoch,aperture_image_auroc,aperture_image_ap,aperture_pixel_auroc,aperture_pixel_ap,aperture_pixel_pro,aperture_image_f1_max,aperture_image_fpr,aperture_pixel_f1_max,aperture_pixel_fpr,housing_image_auroc,housing_image_ap,housing_pixel_auroc,housing_pixel_ap,housing_pixel_pro,housing_image_f1_max,housing_image_fpr,housing_pixel_f1_max,housing_pixel_fpr,aperture_regionbest_image_auroc,aperture_regionbest_image_ap,aperture_regionbest_pixel_auroc,aperture_regionbest_pixel_ap,aperture_regionbest_pixel_pro,aperture_regionbest_image_f1_max,aperture_regionbest_image_fpr,aperture_regionbest_pixel_f1_max,aperture_regionbest_pixel_fpr,housing_regionbest_image_auroc,housing_regionbest_image_ap,housing_regionbest_pixel_auroc,housing_regionbest_pixel_ap,housing_regionbest_pixel_pro,housing_regionbest_image_f1_max,housing_regionbest_image_fpr,housing_regionbest_pixel_f1_max,housing_regionbest_pixel_fpr
mvtec_utd_data,0.9827327327327327,0.9772858302084111,0.9402597402098162,0.12037037037037036,0.9921731905903575,0.5533614500585011,0.5313697204120194,0.04731386579411832,0.9170152313428904,89,0.9881196120689655,0.9833869793152399,0.9885593971634112,0.5895234081763704,0.8211803762437084,0.9662162161662368,0.03125,0.5500195670032675,0.0962768349901146,0.9670849420849421,0.8939836424063565,0.997256812580366,0.543258477966574,0.7971932367470711,0.8558558558060019,0.1554054054054054,0.5292887376598676,0.019503761692081796,0.9900592672413793,0.9822717071678432,0.9875347658570953,0.5498922861488761,0.9341779842141363,0.9480968857631493,0.0859375,0.5595903898692656,0.12454268863320009,0.9703024453024454,0.8935968436414244,0.9967346349546858,0.516029609838417,0.8885359539459592,0.8660714285216239,0.13851351351351351,0.5178341155947735,0.027343209798920024
Mean,0.9827327327327327,0.9772858302084111,0.9402597402098162,0.12037037037037036,0.9921731905903575,0.5533614500585011,0.5313697204120194,0.04731386579411832,0.9170152313428904,89.0,0.9881196120689655,0.9833869793152399,0.9885593971634112,0.5895234081763704,0.8211803762437084,0.9662162161662368,0.03125,0.5500195670032675,0.0962768349901146,0.9670849420849421,0.8939836424063565,0.997256812580366,0.543258477966574,0.7971932367470711,0.8558558558060019,0.1554054054054054,0.5292887376598676,0.019503761692081796,0.9900592672413793,0.9822717071678432,0.9875347658570953,0.5498922861488761,0.9341779842141363,0.9480968857631493,0.0859375,0.5595903898692656,0.12454268863320009,0.9703024453024454,0.8935968436414244,0.9967346349546858,0.516029609838417,0.8885359539459592,0.8660714285216239,0.13851351351351351,0.5178341155947735,0.027343209798920024
