Row Names,image_auroc,image_ap,image_f1_max,image_fpr,pixel_auroc,pixel_ap,pixel_f1_max,pixel_fpr,pixel_pro,best_epoch,aperture_image_auroc,aperture_image_ap,aperture_pixel_auroc,aperture_pixel_ap,aperture_pixel_pro,aperture_image_f1_max,aperture_image_fpr,aperture_pixel_f1_max,aperture_pixel_fpr,housing_image_auroc,housing_image_ap,housing_pixel_auroc,housing_pixel_ap,housing_pixel_pro,housing_image_f1_max,housing_image_fpr,housing_pixel_f1_max,housing_pixel_fpr,aperture_regionbest_image_auroc,aperture_regionbest_image_ap,aperture_regionbest_pixel_auroc,aperture_regionbest_pixel_ap,aperture_regionbest_pixel_pro,aperture_regionbest_image_f1_max,aperture_regionbest_image_fpr,aperture_regionbest_pixel_f1_max,aperture_regionbest_pixel_fpr
mvtec_utd_data,0.9815315315315316,0.9766922403513464,0.9358288769553533,0.16666666666666666,0.9936940375100084,0.6400372890790006,0.6127997835170067,0.038826331948363144,0.9707099520841235,99,0.986260775862069,0.9800159421176597,0.9914121204272558,0.6783453510840426,0.8931845029279312,0.9360269359769637,0.078125,0.656641696978242,0.08583180862616638,0.9698841698841699,0.8982218294603224,0.9979012507013523,0.6026084739114032,0.9266562780802878,0.8532110091243792,0.1554054054054054,0.5679350114564634,0.01520954640433838,0.9869342672413792,0.9831516352492203,0.991322356460738,0.652649284327462,0.8886240556783981,0.9498327758697778,0.05859375,0.6050093642549947,0.08027889903184694
Mean,0.9815315315315316,0.9766922403513464,0.9358288769553533,0.16666666666666666,0.9936940375100084,0.6400372890790006,0.6127997835170067,0.038826331948363144,0.9707099520841235,99.0,0.986260775862069,0.9800159421176597,0.9914121204272558,0.6783453510840426,0.8931845029279312,0.9360269359769637,0.078125,0.656641696978242,0.08583180862616638,0.9698841698841699,0.8982218294603224,0.9979012507013523,0.6026084739114032,0.9266562780802878,0.8532110091243792,0.1554054054054054,0.5679350114564634,0.01520954640433838,0.9869342672413792,0.9831516352492203,0.991322356460738,0.652649284327462,0.8886240556783981,0.9498327758697778,0.05859375,0.6050093642549947,0.08027889903184694
