Row Names,image_auroc,image_ap,pixel_auroc,pixel_ap,pixel_pro,best_epoch
mvtec_0227,0.5413223140495868,0.5205478419382163,0.9185385885886005,0.4774925007638411,0.5771783636762234,1
Mean,0.5413223140495868,0.5205478419382163,0.9185385885886005,0.4774925007638411,0.5771783636762234,1.0
